mjd,mag,magerr
51818.35,22.29497718811035,0.339760422706604
52173.31,21.707353591918945,0.2130488157272339
52196.4,21.632402420043945,0.18120957911014557
52207.36,21.66371726989746,0.17408215999603271
52225.26,21.671972274780273,0.15132756531238556
52231.28,21.630630493164062,0.1491890251636505
52234.25,21.589771270751953,0.13489006459712982
52287.09,21.51254653930664,0.1381768435239792
52288.09,21.446353912353516,0.11459454894065857
52522.39,21.787334442138672,0.1530948430299759
52551.36,22.034433364868164,0.22142577171325684
52552.41,21.697175979614258,0.19523078203201294
52557.38,22.254127502441406,0.28759658336639404
52558.4,21.820831298828125,0.14265823364257812
52576.23,22.393299102783203,0.2370334416627884
52577.28,22.123476028442383,0.19368676841259003
52585.23,22.19426155090332,0.1978367120027542
52908.36,22.839855194091797,0.4501376748085022
52910.37,22.817293167114258,0.3465934097766876
52912.34,23.6800479888916,0.9696983695030212
52934.29,22.372079849243164,0.36795082688331604
52935.3,22.672950744628906,0.35629379749298096
52936.29,22.46593475341797,0.2681252360343933
52963.22,22.785831451416016,0.2461283802986145
52971.21,22.174610137939453,0.23893414437770844
53270.35,22.3190975189209,0.3075428903102875
53288.33,23.107500076293945,0.5367604494094849
53296.32,22.626039505004883,0.5783354043960571
53298.37,23.489036560058594,0.8549994230270386
53314.28,21.750532150268555,0.2037159502506256
53351.14,23.11891746520996,0.44943690299987793
53628.35,21.882400512695312,0.3786916434764862
53637.35,22.587390899658203,0.6591840982437134
53638.39,22.63452911376953,0.4248737096786499
53639.39,22.540952682495117,0.356801837682724
53640.35,22.141862869262695,0.20860637724399567
53641.39,21.7696475982666,0.19694651663303375
53646.41,23.328062057495117,0.5307033658027649
53655.32,22.696067810058594,0.4324047565460205
53663.34,21.894983291625977,0.4370043873786926
53668.33,22.505016326904297,0.5791934728622437
53669.31,21.945329666137695,0.15574698150157928
53671.39,22.486295700073242,0.4588742256164551
53673.3,21.984264373779297,0.21138688921928406
53674.29,22.380847930908203,0.4269617795944214
53675.29,22.35787010192871,0.28101104497909546
53676.38,21.7096004486084,0.216587096452713
53677.32,22.186355590820312,0.2467319518327713
53680.3,21.97276496887207,0.19740241765975952
53681.35,21.904170989990234,0.17100714147090912
53685.31,22.17533302307129,0.31603023409843445
53697.3,22.558732986450195,0.4144672453403473
53698.3,22.551734924316406,0.43585970997810364
53705.29,22.238380432128906,0.26666712760925293
53975.37,22.53692054748535,0.2633396089076996
53994.4,22.608877182006836,0.40091150999069214
53995.42,22.082151412963867,0.32231414318084717
53996.38,21.599687576293945,0.28810837864875793
54007.41,22.691423416137695,0.5008413195610046
54008.34,22.914569854736328,0.4398602545261383
54009.33,23.011642456054688,0.549077570438385
54010.33,23.15809440612793,0.41043275594711304
54011.4,22.421253204345703,0.25960680842399597
54012.33,22.658445358276367,0.7413662672042847
54025.4,21.834396362304688,0.376855731010437
54028.4,22.41119384765625,0.38375526666641235
54029.33,23.141796112060547,0.6679153442382812
54030.33,23.00322914123535,0.3353111147880554
54031.31,23.890872955322266,0.8024430274963379
54037.31,22.878353118896484,0.36115944385528564
54039.32,23.005319595336914,0.7155061960220337
54053.31,23.326828002929688,0.6498426198959351
54056.32,22.832597732543945,0.683905839920044
54058.31,22.708852767944336,0.5558249950408936
54059.31,22.98303985595703,0.5710654854774475
54062.31,22.9915828704834,0.40877607464790344
54063.3,22.271564483642578,0.30597957968711853
54346.39,22.647138595581055,0.8682098984718323
54348.39,22.333984375,0.4307297468185425
54357.35,22.143423080444336,0.20505651831626892
54359.38,22.321123123168945,0.3163226544857025
54362.4,22.386438369750977,0.24628201127052307
54365.38,22.008642196655273,0.21591778099536896
54376.4,21.955738067626953,0.24407176673412323
54381.4,21.606279373168945,0.2519943118095398
54382.38,21.516136169433594,0.18845659494400024
54384.41,22.15974235534668,0.32591935992240906
54385.4,21.727630615234375,0.1611640602350235
54386.4,21.35138702392578,0.16672742366790771
54391.4,21.523672103881836,0.31004440784454346
54392.4,21.705595016479492,0.3819659948348999
54393.4,21.337060928344727,0.1485067456960678
54394.38,21.133214950561523,0.17423035204410553
54396.27,21.588748931884766,0.6978740096092224
54402.39,21.52884864807129,0.4840465188026428
54404.37,20.699172973632812,0.16246746480464935
54405.37,21.937137603759766,0.4411810338497162
54406.31,21.49716567993164,0.15685683488845825
54411.27,21.501773834228516,0.12152618914842606
54412.33,21.453144073486328,0.19529415667057037
54413.31,21.6206111907959,0.2286611646413803
54415.32,21.512723922729492,0.12365230172872543
54416.31,21.58263397216797,0.1705830693244934
54417.31,21.37212562561035,0.12032662332057953
54418.31,21.630783081054688,0.19320105016231537
54421.31,21.07581329345703,0.1508112996816635
54422.31,21.709373474121094,0.18640609085559845
54423.29,21.718544006347656,0.3106290400028229
54424.25,21.862152099609375,0.32046180963516235
