mjd,mag,magerr
51818.37,22.163801193237305,0.2482207119464874
51875.19,21.91120147705078,0.1668213605880737
52170.42,22.19868469238281,0.228978157043457
52173.33,21.89093589782715,0.2176063805818557
52224.31,21.71525001525879,0.1403199732303619
52225.28,22.138242721557617,0.1944480985403061
52234.27,22.334848403930664,0.2753222584724426
52261.23,22.60133552551269,0.3114823698997497
52287.11,21.793535232543945,0.1381992101669311
52288.11,22.03236198425293,0.1867126822471618
52557.4,22.24440193176269,0.2616827189922333
52558.42,22.330989837646484,0.212336927652359
52576.25,21.64525604248047,0.1336749047040939
52578.29,21.957969665527344,0.1847237646579742
52585.25,21.77224349975586,0.1671704649925232
52908.38,21.717817306518555,0.156871497631073
52910.39,21.47712135314941,0.1600475758314132
52912.36,22.05764961242676,0.2282701432704925
52934.31,21.799793243408203,0.1801861375570297
52935.31,21.635547637939453,0.1850897371768951
52936.31,21.7691707611084,0.1372480243444442
52963.24,22.06305694580078,0.1540054529905319
53270.37,21.999475479125977,0.2065972536802292
53272.42,21.808853149414062,0.2134048789739608
53286.39,21.54949188232422,0.1818325221538543
53288.35,21.801393508911133,0.1838279962539672
53296.34,21.91659164428711,0.2154720872640609
53298.39,21.701282501220703,0.1623267978429794
53302.34,21.574138641357425,0.2518771290779114
53312.3,21.849838256835938,0.4041955173015594
53314.3,22.069808959960938,0.2754483520984649
53351.16,22.343936920166016,0.3198195993900299
53622.42,22.006797790527344,0.1743228584527969
53628.37,21.860939025878903,0.3802820444107055
53635.37,21.883018493652344,0.3247441351413727
53637.37,22.771774291992188,0.8035786151885986
53638.41,21.691057205200195,0.1780647188425064
53639.41,21.501766204833984,0.1550050675868988
53640.37,22.342012405395508,0.3678686320781708
53641.41,21.71941566467285,0.1860185265541076
53646.43,22.324050903320312,0.3409260213375091
53655.34,21.77788734436035,0.1727895885705948
53663.35,22.002670288085938,0.5000980496406555
53664.37,21.45410919189453,0.339282751083374
53665.33,21.503559112548828,0.2959366738796234
53666.42,21.689104080200195,0.3618963360786438
53668.34,21.48239517211914,0.2134303897619247
53668.42,21.78292655944824,0.4789400696754455
53669.43,21.701929092407227,0.348022997379303
53671.41,21.400123596191406,0.1589205414056778
53673.32,21.367542266845703,0.1126492395997047
53674.31,21.482986450195312,0.1887386590242386
53675.31,21.91378402709961,0.2149457782506942
53676.4,21.910369873046875,0.229241207242012
53677.33,21.51865768432617,0.1209204718470573
53680.32,21.69046401977539,0.1338075101375579
53681.37,21.53886032104492,0.1466816961765289
53683.38,21.826377868652344,0.2292215675115585
53687.27,22.26449584960937,0.7590389251708984
53697.32,21.811325073242188,0.2419374287128448
53698.32,22.00174903869629,0.3110686838626861
53699.34,22.429916381835938,0.3677094876766205
53704.31,21.97413825988769,0.2375125288963318
53975.39,22.22752952575684,0.2796352505683899
53989.4,21.5317325592041,0.3640375733375549
53993.41,22.051612854003903,0.5765669941902161
53994.42,21.60346221923828,0.1607500165700912
53995.44,21.34984970092773,0.1754606962203979
54000.38,21.71807289123535,0.1697646379470825
54007.43,21.61935043334961,0.1581134647130966
54008.36,21.48029899597168,0.1783612966537475
54009.35,21.78339958190918,0.1509766280651092
54010.35,21.432008743286133,0.1208089888095855
54011.42,22.24518394470215,0.191162571310997
54020.35,22.23333740234375,0.4609493911266327
54024.43,22.165327072143555,0.2848125398159027
54025.42,21.150436401367188,0.2190892845392227
54028.42,21.730234146118164,0.2078387588262558
54029.43,22.04319953918457,0.3206077218055725
54030.35,21.85310935974121,0.1679627895355224
54030.38,22.083955764770508,0.1860700845718383
54031.33,21.8310546875,0.196399837732315
54035.42,21.617151260375977,0.2153632491827011
54036.34,22.297435760498047,0.2846684455871582
54037.33,21.97523307800293,0.1783107668161392
54039.34,22.15059280395508,0.2598262131214142
54040.34,22.454832077026367,0.5089636445045471
54041.31,20.999454498291016,0.1686553955078125
54048.33,21.467430114746094,0.2250065803527832
54049.37,21.4681339263916,0.3383841216564178
54052.33,21.1369571685791,0.2112185359001159
54053.35,21.916183471679688,0.3011447489261627
54055.35,21.15084457397461,0.1727536171674728
54056.33,21.376649856567383,0.187266319990158
54058.33,21.49261283874512,0.1987728923559188
54060.35,21.53352165222168,0.3055796027183532
54065.33,21.88780975341797,0.3521776497364044
54346.41,21.285621643066406,0.2475668489933014
54348.41,21.971099853515625,0.3033928275108337
54355.42,21.74640846252441,0.1466379314661026
54362.42,21.95193862915039,0.1737050265073776
54365.4,21.612680435180664,0.1169424504041671
54376.42,21.813093185424805,0.2299755364656448
54381.42,21.680538177490234,0.1479209065437317
54382.4,22.26342391967773,0.3319339454174042
54385.42,21.65001678466797,0.1493683755397796
54386.41,21.71934700012207,0.1712709665298462
54392.42,21.34877014160156,0.1690795421600341
54393.42,21.703325271606445,0.1835611313581466
54394.4,21.79110336303711,0.2852813303470611
54396.42,21.51412010192871,0.3356846570968628
54405.39,21.337644577026367,0.1807381957769394
54406.33,21.44835090637207,0.1493465155363083
54411.29,21.701099395751957,0.1546599268913269
54413.33,21.833703994750977,0.2608883678913116
54415.34,22.227842330932617,0.2501624524593353
54417.33,21.919836044311523,0.1836135983467102
54418.33,21.565853118896484,0.2104058712720871
54422.33,21.931764602661133,0.2791471183300018
54423.31,21.941118240356445,0.2805938720703125
54424.27,22.0651798248291,0.4817465245723724
54433.33,20.748985290527344,0.2915701270103454
