time,cont,conterr
-2.0,0.010991251706904848,0.0753907933831214
-1.913069748410113,0.02062053662117913,0.0690175220370292
-1.460047342799347,0.3527617827744738,0.0936550125479698
-1.459940267001155,0.4579233284138766,0.0699953213334083
-1.4570186273647483,0.047658251161674325,0.1020709872245788
-1.3790368531952613,0.0015718798433486114,0.0787239894270896
-1.3775683851057625,0.40282411857220346,0.0790545642375946
-1.3638167933092902,0.18186582241324922,0.1068673580884933
-1.3225620179199071,0.23946811981804306,0.0917911231517791
-1.2829745656737939,0.49927728187972864,0.0988676771521568
-1.2814449114138982,0.8112255896652041,0.0833372622728347
-0.9230469183202938,-0.2569888451325921,0.066403642296791
-0.8787328344111076,0.6172743091290234,0.0852312371134758
-0.8771266974382124,0.22019673351607993,0.081510841846466
-0.869524315766528,0.10907455352315143,0.0825045332312583
-0.8679793649640413,-0.24253305386349644,0.064007468521595
-0.8375698382773034,0.22262196966311,0.0668078735470771
-0.8269234446284293,0.04129376799954887,0.0683173164725303
-0.826846961915441,-0.32147538565434597,0.065927617251873
-0.332646263628269,0.7291882310957734,0.1001088693737983
-0.3295716585658752,0.7739790128299648,0.1001056581735611
-0.32657353621648055,1.092115447371715,0.1127552986145019
-0.29298232866916774,0.9686090468692834,0.1194185987114906
-0.2914526744092718,0.6798971785432206,0.0871249288320541
-0.289938316691978,-0.019604441414633245,0.0872877612709999
-0.2487294309303787,0.6335220901823506,0.0720083191990852
0.22107328191145825,0.5682596117840348,0.0822535082697868
0.22420907314423788,0.40736444086992174,0.1123144924640655
0.24557834315498583,-0.1827162776908533,0.098244659602642
0.24856116896177838,0.738765730529721,0.0959316119551658
0.2578155772341528,0.23371332841897496,0.0959765091538429
0.26079840304094537,0.1474893129392525,0.1133096516132354
0.26393419427373654,0.1294072174302756,0.0896844416856765
0.26997632860032095,-0.25417080139557546,0.1220954284071922
0.28521168502888283,0.3983441549363489,0.2046903371810913
0.2882709935486747,-0.09744938432054573,0.114856019616127
0.29588867176296096,-0.32050531717486774,0.0956249758601188
0.7503795454632369,0.5394078033726237,0.1014963388442993
0.7595727675652033,0.4234379871633216,0.0632209032773971
0.7671598526942969,0.5805696396342097,0.0876224637031555
0.7793970867734639,0.578924498057805,0.2065567821264267
0.7840472357235377,-0.04360428372004144,0.1106457933783531
0.7855768899834334,-0.021282425204111055,0.1128209829330444
0.7870453580729433,0.36823516306206905,0.097271554172039
0.796315062887909,0.7681637978206881,0.0885380655527114
0.8131106666615597,0.3904717011022547,0.1045897081494331
0.8221968129653452,0.4917695779506124,0.3692488968372345
0.8223191853061396,-1.4635604442367218,0.1903068125247955
0.8237570603104452,0.6045477025946373,0.2709484100341797
0.8252255283999439,-0.2503554108742112,0.1514716148376464
0.8253784938259314,-0.563211198584147,0.1945245712995529
0.8268928515432252,-0.2528518953556209,0.1523288637399673
0.8298297877222227,-0.07307093646323648,0.1656417548656463
0.8299521600630171,-0.14198043762346813,0.1777485907077789
0.8313441454395276,0.10569920968795632,0.1223319172859191
0.8314971108655147,0.6182478198707813,0.2469044923782348
0.8345258263001027,0.36787439665558885,0.1167457625269889
0.8374321693939071,0.0035287734752897926,0.0835017338395118
0.8389618236538028,0.8652530868676354,0.1257561594247818
0.8404914779136989,-0.06351491328201364,0.0923686474561691
0.8421588010569914,0.051777188597669443,0.1075714230537414
0.8481550457557803,0.35953496422162834,0.1038724929094314
0.8497458861860734,0.12174712303457769,0.0937377959489822
0.8528357877910584,2.0,0.1784915179014206
0.8573329713151558,-0.19820583011630855,0.1945501416921615
0.872644810456717,0.7762428956388163,0.1604742407798767
0.8741591681740108,0.15902130291640137,0.1211150214076042
0.8772490697789959,0.7333015180257512,0.1508268564939499
1.299510128223265,0.18429194618764955,0.1274462193250656
1.32094058440441,-0.141580225922173,0.1738819926977157
1.3286041522464802,-0.32427110881016397,0.0855112001299858
1.3316481642236813,-1.5865124023681605,0.1081600710749626
1.3332084115687701,0.461864805322147,0.0711642056703567
1.3377361881780607,0.4462025552475728,0.1069650799036026
1.3485202507103313,0.3077210581596663,0.0848903283476829
1.349942829172035,-0.7956885167006971,0.1752437800168991
1.3514571868893288,-0.4340336818003314,0.0664427950978279
1.3515642626875208,-0.512925267284353,0.0654901787638664
1.3529868411492245,-0.5279940085584958,0.0563423074781894
1.3546082746647108,-0.46298903952298787,0.064872033894062
1.3560308531264145,-0.38409147879122507,0.0887660905718803
1.3561685220098108,0.1259959138614728,0.0856837928295135
1.3683292733759789,-0.5340042309733142,0.1387272477149963
1.3745243731285615,0.010692727464280516,0.1458327323198318
1.3760234343032534,-1.515214772215277,0.1170399934053421
1.3806276936255433,-0.027789253488816446,0.0830225497484207
1.382157347885439,-1.3178739674552635,0.0783502534031868
1.3836258159749377,-0.6406018494669081,0.0801499113440513
1.3850789875218457,-0.5468123043816777,0.0703964531421661
1.3913352734448146,-0.49512994036757285,0.0985143110156059
1.3927425553639163,-0.8422313233375767,0.0942669212818145
1.3942416165386189,-0.7398954853398791,0.0579993650317192
1.397316221601013,-0.3727442019070024,0.0800105780363082
1.3988611724034996,-0.6350137804692071,0.0642154142260551
1.4003296404929984,-0.9525052562966176,0.123531237244606
1.400436716291202,-0.06115274197784348,0.0699912309646606
1.4096146418505775,-0.08813696073159694,0.4606845378875732
1.411113703025269,-1.5578200204940185,0.140687957406044
1.412673950370369,-0.9006777760305498,0.1908962577581405
1.4141424184598677,-1.175073968316922,0.1541088670492172
1.4172017269796595,-1.0380355585044052,0.1299616545438766
1.4187619743247488,-0.7705793133654513,0.0835909098386764
1.4218059863019383,-0.510757334830382,0.1015921607613563
1.4233203440192432,-0.6235259553666133,0.0847427397966384
1.426379652539035,-0.3901651665637691,0.1183507591485977
1.4279093067989312,-0.3031630482626757,0.0915964692831039
1.42946955414402,-0.9238781042102067,0.0984338670969009
1.430983911861314,-0.33727197055562885,0.1474881470203399
1.4324982695786188,-0.39642402206763316,0.0727962106466293
1.4370872323583064,-0.7593502208195047,0.0834896564483642
1.4416456020527901,0.4748947855755765,0.1433477699756622
1.8670424517298394,-0.8878179604407774,0.1262079179286956
1.883807462418308,-0.4854911296960358,0.0705484822392463
1.8915322164307757,-0.7278628951696833,0.0627924129366874
1.8960905861252706,-1.1662279279680114,0.0618444867432117
1.9129320795267164,-0.9511993832245402,0.0901686176657676
1.9205956473687982,-0.9439528149408325,0.0747295618057251
1.9220947085435012,-1.0482080064271173,0.0741725340485572
1.926714264408382,-0.5701415117270714,0.0663210824131965
1.9282286221256757,-0.864916546193794,0.0727446600794792
1.9297735729281738,-0.9539319765891119,0.0950019285082817
1.935892189967757,-0.7654475281401456,0.119784876704216
1.9374065476850513,-0.8160707578444615,0.0811153724789619
1.9389514984875489,-1.2496310311587864,0.0836885422468185
1.9404505596622519,-1.042484606728086,0.1275655478239059
1.9433263096708524,-2.0,0.1782958209514618
1.943540461267237,-0.47865737309254497,0.1370614916086197
1.9527030902840101,-1.0455489129395281,0.2771930396556854
