mjd,mag,magerr
51875.24,20.715429306030277,0.0703744739294052
52224.36,20.771390914916992,0.068877138197422
52225.32,20.889583587646484,0.0776096060872078
52261.28,20.77237892150879,0.0691325888037681
52287.16,20.99899101257324,0.0762971937656402
52288.16,20.998310089111328,0.0965049937367439
52551.43,21.329315185546875,0.1324533373117447
52552.48,21.146818161010746,0.0888317972421646
52557.45,21.161945343017575,0.091145358979702
52558.47,21.157825469970703,0.0981142297387123
52578.34,21.16623878479004,0.0886569917201995
52585.3,21.204036712646484,0.0923029407858848
52585.35,21.24233627319336,0.0942553952336311
52908.43,21.417930603027344,0.1157827675342559
52910.44,21.38479804992676,0.1377284824848175
52912.41,21.288782119750977,0.1168857663869857
52934.36,21.57079124450684,0.1412944048643112
52936.36,21.51025009155273,0.1148170381784439
52963.29,21.247861862182617,0.1106625720858573
53270.42,21.40000534057617,0.107347160577774
53272.47,21.17958641052246,0.0961043015122413
53286.44,21.32007598876953,0.1490581184625625
53288.4,21.27172470092773,0.0972842201590538
53294.44,21.63625717163086,0.1587686985731125
53296.39,21.19048118591309,0.1169482097029686
53298.44,21.27836036682129,0.1128924414515495
53312.35,21.25130653381348,0.2052734047174453
53314.35,21.15481758117676,0.1286496669054031
53616.45,22.239398956298828,0.2689630389213562
53622.47,21.80035781860352,0.1400725692510604
53626.43,23.94076156616211,0.8532838821411133
53627.42,21.65094566345215,0.1731827408075332
53635.42,22.002222061157227,0.3947097063064575
53638.46,21.4021110534668,0.2119749635457992
53639.46,22.13926696777344,0.308838814496994
53640.42,21.70322799682617,0.1639518588781356
53646.48,21.679668426513672,0.1997124701738357
53663.4,21.269079208374023,0.3757286667823791
53665.38,21.457979202270508,0.2730730473995209
53666.47,21.57375717163086,0.3097477555274963
53668.39,21.80058479309082,0.3323650956153869
53668.47,21.84832000732422,0.5153682827949524
53669.48,21.65462875366211,0.3528083860874176
53674.36,22.20361328125,0.4917406141757965
53675.36,21.672103881835938,0.1545789539813995
53676.48,23.22463035583496,0.81682950258255
53679.42,21.492477416992188,0.1994230300188064
53680.37,22.21326446533203,0.2194984257221222
53681.41,22.116111755371094,0.3041421175003052
53683.43,23.180469512939453,0.591709554195404
53696.38,21.91025924682617,0.3660095930099487
53697.37,22.356678009033203,0.4710326790809631
53699.39,21.835901260375977,0.2649399042129516
53704.36,21.47738647460937,0.1669063717126846
53975.44,22.881818771362305,0.7433769106864929
53989.45,22.42181968688965,0.6904306411743164
53996.45,21.526426315307617,0.2607625424861908
54009.4,22.07340431213379,0.1661104708909988
54009.48,21.973175048828125,0.2002614736557006
54010.4,21.93767738342285,0.1749339401721954
54011.47,22.57218742370605,0.2527630031108856
54012.4,22.300466537475582,0.3383639752864837
54020.43,21.67500114440918,0.341125875711441
54024.48,22.266817092895508,0.5408733487129211
54025.47,22.26296615600586,0.5380452871322632
54028.47,22.30939483642578,0.329465240240097
54029.47,21.885011672973636,0.2502913475036621
54031.38,22.295669555664062,0.2262209057807922
54035.47,21.892513275146484,0.3574708104133606
54036.39,21.90143775939941,0.2266465425491333
54037.38,21.73799705505371,0.1635331511497497
54040.39,21.755769729614254,0.1516668498516082
54041.36,21.785932540893555,0.3231194615364074
54047.42,21.24564743041992,0.4933717548847198
54048.41,22.106857299804688,0.551124095916748
54052.38,21.799997329711918,0.33683842420578
54055.4,22.19479751586914,0.3664235770702362
54058.38,21.46555519104004,0.1875232607126236
54059.38,21.96102333068848,0.3111763894557953
54060.4,21.55821228027344,0.2079980373382568
54061.39,21.579004287719727,0.3697580695152282
54062.38,22.249282836914062,0.3131590485572815
54065.38,21.77300262451172,0.2673718929290771
54068.36,21.576311111450195,0.2225404977798462
54346.46,21.84344482421875,0.4397187829017639
54348.46,22.1672306060791,0.4024800360202789
54357.42,21.80735206604004,0.1801196634769439
54362.47,21.567174911499023,0.1437273174524307
54365.45,21.85867118835449,0.1425209790468216
54381.47,21.84261703491211,0.2043714970350265
54386.46,21.860370635986328,0.3537009656429291
54387.47,22.38645362854004,0.4555972814559936
54391.47,21.887189865112305,0.4271441102027893
54392.47,21.191722869873047,0.1258870959281921
54393.47,21.70292091369629,0.2473557293415069
54396.34,21.267000198364254,0.4059380888938904
54402.46,21.254507064819336,0.5305268168449402
54403.38,21.390213012695312,0.2739149332046509
54406.38,21.891719818115234,0.2009070366621017
54409.38,21.79501724243164,0.1687238067388534
54411.34,22.170557022094727,0.342199832201004
54412.4,21.30450439453125,0.2012034654617309
54413.38,21.336015701293945,0.1986805200576782
54415.39,22.034744262695312,0.2315763384103775
54416.37,21.7150993347168,0.164373517036438
54417.38,20.80156135559082,0.3407649397850036
54418.38,21.68210792541504,0.2564211189746856
54421.38,21.62159919738769,0.2187028229236602
54422.38,21.47389411926269,0.226633533835411
54423.36,21.880693435668945,0.1894928365945816
54424.32,21.872777938842773,0.3078314661979675
54433.38,21.53285026550293,0.5075788497924805
