mjd,mag,magerr
51818.42,20.597806930541992,0.0854952186346054
51875.25,20.787494659423828,0.0729991793632507
52171.41,20.446081161499023,0.0658924132585525
52171.48,20.57647132873535,0.0633764937520027
52173.38,20.484281539916992,0.0737930983304977
52225.33,20.481678009033203,0.0602586083114147
52234.32,20.41842460632324,0.0699005872011184
52287.17,20.323938369750977,0.0653048083186149
52288.16,20.36296272277832,0.0528807789087295
52522.47,20.57046890258789,0.0620406307280063
52551.44,20.65165328979492,0.0658058673143386
52552.48,20.65194702148437,0.0692214965820312
52558.47,20.77079391479492,0.0641016587615013
52578.34,20.56619453430176,0.0713135376572609
52585.31,20.64709854125977,0.0568906366825103
52908.43,20.624202728271484,0.0775335431098938
52910.44,20.858295440673828,0.106275163590908
52934.36,20.53730201721192,0.0752990990877151
52935.37,20.5632553100586,0.0578000582754612
52936.36,20.60116195678711,0.0708455517888069
53270.42,20.55404663085937,0.0711476951837539
53288.4,20.57657814025879,0.0699905157089233
53296.4,20.55576705932617,0.0851527228951454
53298.45,20.52836036682129,0.0818065702915191
53312.35,20.593101501464844,0.1305127441883087
53616.46,20.6103744506836,0.0777778103947639
53622.47,20.464506149291992,0.0499870590865612
53627.43,20.29385566711425,0.0607143603265285
53638.46,20.64625740051269,0.091886781156063
53639.47,20.412755966186523,0.0828243046998977
53641.47,20.296411514282227,0.0848356485366821
53643.47,20.789411544799805,0.0862006396055221
53657.47,20.615869522094727,0.0826038122177124
53663.49,20.662015914916992,0.2556578516960144
53665.49,20.444704055786133,0.1283900439739227
53668.48,20.34295463562012,0.1429414302110672
53669.38,20.60367012023925,0.0911589413881301
53671.47,20.763391494750977,0.1119221299886703
53673.37,20.520885467529297,0.0723222941160202
53674.37,20.69746398925781,0.0993006154894828
53675.37,20.530309677124023,0.0794340074062347
53676.46,20.771318435668945,0.1620065122842788
53679.43,20.665740966796875,0.0843791663646698
53681.42,20.805288314819336,0.0966126024723053
53686.38,20.486492156982425,0.1243316382169723
53696.39,20.55763053894043,0.1090342178940773
53697.38,20.706527709960938,0.1100435107946395
53975.45,20.84400749206543,0.0796364694833755
53989.46,20.69212913513184,0.1648537814617157
53994.47,20.797592163085938,0.0874407365918159
53996.45,20.112567901611328,0.0821865946054458
54007.48,20.54557609558105,0.0769207254052162
54009.48,20.64071655273437,0.064093954861164
54010.41,20.7409610748291,0.0609747245907783
54011.47,20.639707565307617,0.0660955756902694
54012.4,20.66562843322754,0.0992092192173004
54012.48,20.871326446533203,0.0927233472466468
54020.44,20.45387077331543,0.1023088097572326
54024.49,20.845603942871094,0.1132478564977645
54035.48,20.8374137878418,0.1263921558856964
54037.38,20.72623443603516,0.0617828518152236
54039.39,20.659454345703125,0.0818970650434494
54040.4,20.65439414978028,0.0662408843636512
54041.36,20.4962215423584,0.1022852212190628
54041.43,20.8569450378418,0.0871788635849952
54047.43,21.06096839904785,0.3451553285121918
54049.42,21.007020950317383,0.2644619047641754
54050.38,20.75157356262207,0.1846585422754287
54052.39,20.76841163635254,0.1592694371938705
54053.4,20.59464263916016,0.1227251067757606
54056.39,20.857816696166992,0.0990548357367515
54059.38,20.78484535217285,0.0837577804923057
54061.39,20.70566749572754,0.1044142171740531
54062.39,20.65581321716309,0.0722977966070175
54065.38,20.77953338623047,0.1205658316612243
54068.37,20.67230033874512,0.1200269386172294
54346.46,20.37469482421875,0.1270740181207656
54348.47,20.53987693786621,0.1231026872992515
54357.43,20.468021392822266,0.0567175559699535
54362.48,20.33903312683105,0.059524055570364
54365.46,20.40989112854004,0.0597961917519569
54376.47,20.28336334228516,0.066440999507904
54381.48,20.238422393798828,0.0693225488066673
54382.46,20.24528884887696,0.062812253832817
54385.47,20.251462936401367,0.0590648464858531
54386.47,20.33929252624512,0.0685954838991165
54387.48,20.33663558959961,0.0740457773208618
54391.48,20.23984909057617,0.0870922356843948
54393.48,20.223552703857425,0.0633414909243583
54394.46,20.274486541748047,0.117222361266613
54396.34,20.16912078857422,0.1635413765907287
54396.48,20.269166946411133,0.0988068208098411
54402.47,20.102622985839844,0.1903795897960662
54403.39,20.05526161193848,0.1087225303053855
54404.44,20.279151916503903,0.1298231333494186
54406.38,20.213682174682617,0.063992291688919
54409.39,20.35590171813965,0.0606758035719394
54411.34,20.17300796508789,0.0578492805361747
54412.41,20.34462547302246,0.0979955941438674
54413.38,20.329484939575195,0.0919684693217277
54415.39,20.052631378173828,0.0511903576552867
54416.38,20.12236595153809,0.0612419284880161
54418.38,20.10313415527344,0.0635134354233741
54421.39,20.064085006713867,0.0657422468066215
54422.39,20.106342315673828,0.0673921257257461
54423.36,20.103178024291992,0.0565043650567531
54424.32,20.2365837097168,0.0730150789022445
